Index,DT,A1
158,05/09/20,24.69
159,06/09/20,25.75
160,07/09/20,39.62
161,08/09/20,26.13
162,09/09/20,32.74
163,10/09/20,31.56
164,11/09/20,29.25
165,12/09/20,20.5
166,13/09/20,31.63
167,14/09/20,31.44
168,15/09/20,32.06
169,16/09/20,19.13
170,17/09/20,30.25
171,18/09/20,14.75
172,19/09/20,12.32
173,20/09/20,6.63
174,21/09/20,6.49
175,22/09/20,6.43
176,23/09/20,6.38
177,24/09/20,14.7
178,25/09/20,35.38
179,26/09/20,35.69
180,27/09/20,29.61
181,28/09/20,22.19
182,29/09/20,24.81
183,30/09/20,30.49
184,01/10/20,31.37
185,02/10/20,31.87
186,03/10/20,31.87
187,04/10/20,36.25
188,05/10/20,7.5
189,06/10/20,16.94
190,07/10/20,12.94
191,08/10/20,25.88
192,09/10/20,18.12
193,10/10/20,31.06
194,11/10/20,14.08
195,12/10/20,5.44
196,13/10/20,5.44
197,14/10/20,28.06
198,15/10/20,17.75
199,16/10/20,15.88
200,17/10/20,38.43
201,18/10/20,23.63
202,19/10/20,27.38
203,20/10/20,30.93
204,21/10/20,31.26
205,22/10/20,24.56
206,23/10/20,25.69
207,24/10/20,34.13
208,25/10/20,31.49
209,26/10/20,34.5
210,27/10/20,36.88
211,28/10/20,37.81
212,29/10/20,25.56
213,30/10/20,31.62
214,31/10/20,33.43
215,01/11/20,23.06
216,02/11/20,32.99
217,03/11/20,30.19
218,04/11/20,33.93
219,05/11/20,13.44
220,06/11/20,22.76
221,07/11/20,36.76
222,08/11/20,16.24
223,09/11/20,10.69
224,10/11/20,36.06
225,11/11/20,35.12
226,12/11/20,16.57
227,13/11/20,31.26
228,14/11/20,35.67
229,15/11/20,31.69
230,16/11/20,32.06
231,17/11/20,34.31
232,18/11/20,33.25
233,19/11/20,33.87
234,20/11/20,26.75
235,21/11/20,35.25
236,22/11/20,30.13
237,23/11/20,28
238,24/11/20,31.56
239,25/11/20,29.5
240,26/11/20,30.57
241,27/11/20,33.31
242,28/11/20,21.69
243,29/11/20,32.14
244,30/11/20,35.63
245,01/12/20,23.75
246,02/12/20,22.51
247,03/12/20,32
248,04/12/20,27.94
249,05/12/20,35.14
250,06/12/20,35.06
251,07/12/20,18.5
252,08/12/20,16.19
253,09/12/20,26.99
254,10/12/20,36.93
255,11/12/20,33.37
256,12/12/20,32.26
257,13/12/20,34.94
258,14/12/20,27.76
259,15/12/20,34.13
260,16/12/20,22.56
261,17/12/20,21.26
262,18/12/20,36.57
263,19/12/20,32.37
264,20/12/20,38.31
265,21/12/20,30.93
266,22/12/20,32.19
267,23/12/20,33.31
268,24/12/20,35.25
269,25/12/20,35.13
270,26/12/20,39.87
271,27/12/20,39.94
272,28/12/20,22.56
273,29/12/20,36.07
274,30/12/20,30.2
275,31/12/20,31.5
276,01/01/21,35.12
277,02/01/21,31.69
278,03/01/21,33.94
279,04/01/21,36
280,05/01/21,22.57
281,06/01/21,36.81
282,07/01/21,34.13
283,08/01/21,37.24
284,09/01/21,34.19
285,10/01/21,29.43
286,11/01/21,33.56
287,12/01/21,25.31
288,13/01/21,36.25
289,14/01/21,37.37
290,15/01/21,30.31
291,16/01/21,36.11
292,17/01/21,21.19
293,18/01/21,36.95
294,19/01/21,34.12
295,20/01/21,25.06
296,21/01/21,30.63
297,22/01/21,31.62
298,23/01/21,29.69
299,24/01/21,37.69
300,25/01/21,24.18
301,26/01/21,30.69
302,27/01/21,29.13
303,28/01/21,30.75
304,29/01/21,34.82
305,30/01/21,36.18
306,31/01/21,37.25
307,01/02/21,27.63
308,02/02/21,37.31
309,03/02/21,36.88
310,04/02/21,27.18
311,05/02/21,34.63
312,06/02/21,35.31
313,07/02/21,38.06
314,08/02/21,33.88
315,09/02/21,37.81
316,10/02/21,41.24
317,11/02/21,27.93
318,12/02/21,29.74
319,13/02/21,33.62
320,14/02/21,34.44
321,15/02/21,35.55
322,16/02/21,34.19
323,17/02/21,37.2
324,18/02/21,32.32
325,19/02/21,27.12
326,20/02/21,33.5
327,21/02/21,34.25
328,22/02/21,31.69
329,23/02/21,27.24
330,24/02/21,34.38
331,25/02/21,30.13
332,26/02/21,23.51
333,27/02/21,35.5
334,28/02/21,33.5
335,01/03/21,33.81
336,02/03/21,34.26
337,03/03/21,26.62
338,04/03/21,28.88
339,05/03/21,34.32
340,06/03/21,25.8
341,07/03/21,35.67
342,08/03/21,33.62
343,09/03/21,16.37
344,10/03/21,10.38
345,11/03/21,36.69
346,12/03/21,33.93
347,13/03/21,26.38
348,14/03/21,20.69
349,15/03/21,35.32
350,16/03/21,31.56
351,17/03/21,32.82
352,18/03/21,35.8
353,19/03/21,32.56
354,20/03/21,22.31
355,21/03/21,31.74
356,22/03/21,31.87
357,23/03/21,29.68
358,24/03/21,34.07
359,25/03/21,34.44
360,26/03/21,34.56
361,27/03/21,26.5
362,28/03/21,32.87
363,29/03/21,34.25
364,30/03/21,37.13
365,31/03/21,33.37
366,01/04/21,36.19
367,02/04/21,34.5
368,03/04/21,19.07
369,04/04/21,32.24
370,05/04/21,29.44
371,06/04/21,33.06
372,07/04/21,34.51
373,08/04/21,32.76
374,09/04/21,30.31
375,10/04/21,51.19
376,11/04/21,50.24
377,12/04/21,14.56
378,13/04/21,58.81
379,14/04/21,57.42
380,15/04/21,51.81
381,16/04/21,24.88
382,17/04/21,44.63
383,18/04/21,54.76
384,19/04/21,40.81
385,20/04/21,46.68
386,21/04/21,52.3
387,22/04/21,54.69
388,23/04/21,38.82
389,24/04/21,52.7
390,25/04/21,45.37
391,26/04/21,47.69
392,27/04/21,46.62
393,28/04/21,47.7
394,29/04/21,47.95
395,30/04/21,38.05
396,01/05/21,59.69
397,02/05/21,46.43
398,03/05/21,49.45
399,04/05/21,44.19
400,05/05/21,32.24
401,06/05/21,44.81
402,07/05/21,34.44
403,08/05/21,41.81
404,09/05/21,46.63
405,10/05/21,50.19
406,11/05/21,24.13
407,12/05/21,39.76
408,13/05/21,54.88
409,14/05/21,38.05
410,15/05/21,46.31
411,16/05/21,44.25
412,17/05/21,46.69
413,18/05/21,46.88
414,19/05/21,34.82
415,20/05/21,41.56
416,21/05/21,34.68
417,22/05/21,54.01
418,23/05/21,55.25
419,24/05/21,49.68
420,25/05/21,53.44
421,26/05/21,39.51
422,27/05/21,40.87
423,28/05/21,35.49
424,29/05/21,45.31
425,30/05/21,6.88
426,31/05/21,4.93
427,01/06/21,51.24
428,02/06/21,41.69
429,03/06/21,41.7
430,04/06/21,24.19
431,05/06/21,35.25
432,06/06/21,4.62
433,07/06/21,6.56
434,08/06/21,48.75
435,09/06/21,27.93
436,10/06/21,53.37
437,11/06/21,25.25
438,12/06/21,26.43
439,13/06/21,37.86
440,14/06/21,49.87
441,15/06/21,21.19
442,16/06/21,21.44
443,17/06/21,48.93
444,18/06/21,46.44
445,19/06/21,32.62
446,20/06/21,49.69
447,21/06/21,16.19
448,22/06/21,31.95
449,23/06/21,8.93
450,24/06/21,45.5
451,25/06/21,48.51
452,26/06/21,47.5
453,27/06/21,49.94
454,28/06/21,43.32
455,29/06/21,11.49
456,30/06/21,21.62
457,01/07/21,40.81
458,02/07/21,57.44
459,03/07/21,52.56
460,04/07/21,49.44
461,05/07/21,50.44
462,06/07/21,35.44
463,07/07/21,47.87
464,08/07/21,45.07
465,09/07/21,42.75
466,10/07/21,44.44
467,11/07/21,55.25
468,12/07/21,22.75
469,13/07/21,22.69
470,14/07/21,55.38
471,15/07/21,53.94
472,16/07/21,56.37
473,17/07/21,7.41
474,18/07/21,4.81
475,19/07/21,4.75
476,20/07/21,4.56
477,21/07/21,4.25
478,22/07/21,4.12
479,23/07/21,4.18
480,24/07/21,4.56
481,25/07/21,4.76
482,26/07/21,4.89
483,27/07/21,6.19
484,28/07/21,8.12
485,29/07/21,11.44
486,30/07/21,23.26
487,31/07/21,22.2
488,01/08/21,47.5
489,02/08/21,47.06
490,03/08/21,43.32
491,04/08/21,49.81
492,05/08/21,46.51
493,06/08/21,28.31
494,07/08/21,34.37
495,08/08/21,54.55
496,09/08/21,48.06
497,10/08/21,49.3
498,11/08/21,61.56
499,12/08/21,52.12
500,13/08/21,42.81
501,14/08/21,36.56
502,15/08/21,50.5
503,16/08/21,51.3
504,17/08/21,35.44
505,18/08/21,55.26
506,19/08/21,48.06
507,20/08/21,33.25
508,21/08/21,50.74
509,22/08/21,41.19
510,23/08/21,28.63
511,24/08/21,48.02
512,25/08/21,50.07
513,26/08/21,53.13
514,27/08/21,57.55
515,28/08/21,37
516,29/08/21,50.37
517,30/08/21,54.14
518,31/08/21,49.83
519,01/09/21,48.2
520,02/09/21,48.57
521,03/09/21,36.2
522,04/09/21,59.18
523,05/09/21,28.01
524,06/09/21,47.13
525,07/09/21,50.13
526,08/09/21,58.74
527,09/09/21,55.49
528,10/09/21,54.93
529,11/09/21,39.87
530,12/09/21,53.44
531,13/09/21,49.39
532,14/09/21,59.92
533,15/09/21,48.31
534,16/09/21,48.61
535,17/09/21,38.24
536,18/09/21,45.2
537,19/09/21,52.82
538,20/09/21,45.2
539,21/09/21,56.44
540,22/09/21,48.43
541,23/09/21,41.37
542,24/09/21,37.87
543,25/09/21,53.19
544,26/09/21,49.2
545,27/09/21,16.07
546,28/09/21,7.25
547,29/09/21,39.25
548,30/09/21,5
549,01/10/21,20.01
550,02/10/21,52.69
551,03/10/21,43.5
552,04/10/21,42.13
553,05/10/21,39.44
554,06/10/21,30.88
555,07/10/21,36.06
556,08/10/21,42.99
557,09/10/21,50.75
558,10/10/21,39.94
559,11/10/21,56.81
560,12/10/21,34.07
561,13/10/21,54.37
562,14/10/21,48.63
563,15/10/21,50.68
564,16/10/21,36.12
565,17/10/21,46.06
566,18/10/21,52.56
567,19/10/21,38.5
568,20/10/21,40.43
569,21/10/21,36.25
570,22/10/21,62.55
571,23/10/21,55.56
572,24/10/21,51.31
573,25/10/21,53.57
574,26/10/21,53.19
575,27/10/21,40.12
576,28/10/21,55.38
577,29/10/21,22.87
578,30/10/21,46.74
579,31/10/21,34
580,01/11/21,57.06
581,02/11/21,33.57
582,03/11/21,28.19
583,04/11/21,54.82
584,05/11/21,32.5
585,06/11/21,9.64
586,07/11/21,24.69
587,08/11/21,21.07
588,09/11/21,45.06
589,10/11/21,52.06
590,11/11/21,50.98
591,12/11/21,47.75
592,13/11/21,35.18
593,14/11/21,48.63
594,15/11/21,52
595,16/11/21,54.18
596,17/11/21,54.24
597,18/11/21,34.93
598,19/11/21,50.68
599,20/11/21,37.06
600,21/11/21,58.94
601,22/11/21,58.62
602,23/11/21,53.5
603,24/11/21,20.07
604,25/11/21,5.82
605,26/11/21,21.49
606,27/11/21,52.88
607,28/11/21,32.61
608,29/11/21,47.87
609,30/11/21,7.06
610,01/12/21,33.87
611,02/12/21,47.56
612,03/12/21,50.82
613,04/12/21,53.19
614,05/12/21,50.75
615,06/12/21,46.45
616,07/12/21,39.56
617,08/12/21,53.32
618,09/12/21,49.19
619,10/12/21,51.13
620,11/12/21,54.44
621,12/12/21,56.49
622,13/12/21,46.31
623,14/12/21,18.61
624,15/12/21,27.25
625,16/12/21,37.12
626,17/12/21,35.32
627,18/12/21,38.62
628,19/12/21,39.43
629,20/12/21,40.82
630,21/12/21,40.19
631,22/12/21,35.81
632,23/12/21,37.57
633,24/12/21,33.57
634,25/12/21,49.45
635,26/12/21,49.31
636,27/12/21,52.38
637,28/12/21,52.44
638,29/12/21,45.81
639,30/12/21,54.44
640,31/12/21,47.86
641,01/01/22,19.25
642,02/01/22,35.68
643,03/01/22,42.94
644,04/01/22,37.7
645,05/01/22,37.38
646,06/01/22,35.01
647,07/01/22,45.62
648,08/01/22,32.43
649,09/01/22,39.93
650,10/01/22,35.63
651,11/01/22,48.5
652,12/01/22,48.69
653,13/01/22,50.45
654,14/01/22,58.56
655,15/01/22,54.75
656,16/01/22,36.87
657,17/01/22,33
658,18/01/22,47.55
659,19/01/22,46.37
660,20/01/22,47.11
661,21/01/22,59.69
662,22/01/22,54.75
663,23/01/22,53.52
664,24/01/22,54.43
665,25/01/22,34.62
666,26/01/22,39.06
667,27/01/22,41.69
668,28/01/22,37.13
669,29/01/22,34.37
670,30/01/22,30.62
671,31/01/22,45.94
672,01/02/22,5.75
673,02/02/22,5.06
674,03/02/22,5.38
675,04/02/22,5.87
676,05/02/22,6.12
677,06/02/22,33.74
678,07/02/22,29.07
679,08/02/22,38.62
680,09/02/22,43.01
681,10/02/22,46.12
682,11/02/22,41
683,12/02/22,35.26
684,13/02/22,42.13
685,14/02/22,28.12
686,15/02/22,54.37
687,16/02/22,48.51
688,17/02/22,53.62
689,18/02/22,51.63
690,19/02/22,48.01
691,20/02/22,48.13
692,21/02/22,57.13
693,22/02/22,25.25
694,23/02/22,34.49
695,24/02/22,47.75
696,25/02/22,52.63
697,26/02/22,51.49
698,27/02/22,61.14
699,28/02/22,51.38
700,01/03/22,32.5
701,02/03/22,27.51
702,03/03/22,44
703,04/03/22,44.99
704,05/03/22,48.87
705,06/03/22,22.25
706,07/03/22,47.25
707,08/03/22,27.63
708,09/03/22,31.25
709,10/03/22,52.38
710,11/03/22,55.13
711,12/03/22,52.37
712,13/03/22,52.13
713,14/03/22,54.75
714,15/03/22,56
715,16/03/22,37
716,17/03/22,45.76
717,18/03/22,51.75
718,19/03/22,40.87
719,20/03/22,48.62
720,21/03/22,26.25
721,22/03/22,28.49
722,23/03/22,31.63
723,24/03/22,45.75
724,25/03/22,47.37
725,26/03/22,43
726,27/03/22,48.26
727,28/03/22,38.38
728,29/03/22,42.24
729,30/03/22,41
730,31/03/22,41.63
731,01/04/22,5.63
732,02/04/22,3.5
733,03/04/22,3
734,04/04/22,2.5
735,05/04/22,2.63
736,06/04/22,2.88
737,07/04/22,5.5
738,08/04/22,3.76
739,09/04/22,3.88
740,10/04/22,3.88
741,11/04/22,3.01
742,12/04/22,4.12
743,13/04/22,5.24
744,14/04/22,6.37
745,15/04/22,29.62
746,16/04/22,41
747,17/04/22,31.25
748,18/04/22,48.49
749,19/04/22,48.37
750,20/04/22,35
751,21/04/22,31.63
752,22/04/22,5.5
753,23/04/22,3.88
754,24/04/22,4.25
755,25/04/22,5.12
756,26/04/22,4.12
757,27/04/22,3.5
758,28/04/22,3.26
759,29/04/22,6.39
760,30/04/22,6
761,01/05/22,5.62
762,02/05/22,11.5
763,03/05/22,4.12
764,04/05/22,3.37
765,05/05/22,43.13
766,06/05/22,43.86
767,07/05/22,49.5
768,08/05/22,46.13
769,09/05/22,41.12
770,10/05/22,35.25
771,11/05/22,43.5
772,12/05/22,43
773,13/05/22,26.62
774,14/05/22,39.88
775,15/05/22,38.76
776,16/05/22,49.75
777,17/05/22,50.01
778,18/05/22,47.12
779,19/05/22,30.38
780,20/05/22,30.25
781,21/05/22,37.14
782,22/05/22,34.25
783,23/05/22,47.62
784,24/05/22,6.25
785,25/05/22,6
786,26/05/22,6.62
787,27/05/22,5.38
788,28/05/22,30
789,29/05/22,48.49
790,30/05/22,45.38
791,31/05/22,44.62
792,01/06/22,46.37
793,02/06/22,6.12
794,03/06/22,4.75
795,04/06/22,3.74
796,05/06/22,3.62
797,06/06/22,3.86
798,07/06/22,3.87
799,08/06/22,4.37
800,09/06/22,5.37
801,10/06/22,4.88
802,11/06/22,5.49
803,12/06/22,6.62
804,13/06/22,8.62
805,14/06/22,11
806,15/06/22,24.5
807,16/06/22,44.62
808,17/06/22,49.37
809,18/06/22,33.38
810,19/06/22,43
811,20/06/22,34.26
812,21/06/22,22.25
813,22/06/22,40.75
814,23/06/22,36.38
815,24/06/22,49.37
816,25/06/22,52.39
817,26/06/22,51.12
818,27/06/22,41
819,28/06/22,49.5
820,29/06/22,37.74
821,30/06/22,54.38
822,01/07/22,45.61
823,02/07/22,25.76
824,03/07/22,53.99
825,04/07/22,50.74
826,05/07/22,49.5
827,06/07/22,39
828,07/07/22,19.5
829,08/07/22,5.37
830,09/07/22,6.12
831,10/07/22,5.74
832,11/07/22,5.12
833,12/07/22,4.5
834,13/07/22,4.87
835,14/07/22,5
836,15/07/22,7.01
837,16/07/22,6.88
838,17/07/22,6.37
839,18/07/22,6.39
840,19/07/22,24
841,20/07/22,48.63
842,21/07/22,45.38
843,22/07/22,36.13
844,23/07/22,50.5
845,24/07/22,50.5
846,25/07/22,50.5
847,26/07/22,21.12
848,27/07/22,6.62
849,28/07/22,5.74
850,29/07/22,5.5
851,30/07/22,5.88
852,31/07/22,4.62
853,01/08/22,4.13
854,02/08/22,10.12
855,03/08/22,5.62
856,04/08/22,5.62
857,05/08/22,6.62
858,06/08/22,4.74
859,07/08/22,5.75
860,08/08/22,5.88
861,09/08/22,5.87
862,10/08/22,6.87
863,11/08/22,5.88
864,12/08/22,8.24
865,13/08/22,8
866,14/08/22,9.62
867,15/08/22,10.5
868,16/08/22,33.5
869,17/08/22,49.13
870,18/08/22,42.62
871,19/08/22,46.37
872,20/08/22,48.75
873,21/08/22,48
874,22/08/22,46.99
875,23/08/22,24
876,24/08/22,37.38
877,25/08/22,44.88
878,26/08/22,47.25
879,27/08/22,44.13
880,28/08/22,48.26
881,29/08/22,18.5
882,30/08/22,45.38
883,31/08/22,30.38
884,01/09/22,8.5
885,02/09/22,18.38
886,03/09/22,5.13
887,04/09/22,5.38
888,05/09/22,5.63
889,06/09/22,3.88
890,07/09/22,5.25
891,08/09/22,6.12
892,09/09/22,27.62
893,10/09/22,23
894,11/09/22,36.12
895,12/09/22,21.63
896,13/09/22,27.25
897,14/09/22,28.87
898,15/09/22,32.5
899,16/09/22,40.38
900,17/09/22,40.63
901,18/09/22,43.5
902,19/09/22,31.51
903,20/09/22,45
904,21/09/22,42.62
905,22/09/22,27.5
906,23/09/22,49.75
907,24/09/22,48.74
908,25/09/22,53.62
909,26/09/22,29.37
910,27/09/22,7.39
911,28/09/22,6.87
912,29/09/22,7.74
913,30/09/22,6.87
914,01/10/22,5.13
915,02/10/22,6.12
916,03/10/22,6.76
917,04/10/22,8.37
918,05/10/22,36
919,06/10/22,23.63
920,07/10/22,38.5
921,08/10/22,46.12
922,09/10/22,50.63
923,10/10/22,39.37
924,11/10/22,32.62
925,12/10/22,37.25
926,13/10/22,37.24
927,14/10/22,49
928,15/10/22,48.76
929,16/10/22,53.12
930,17/10/22,41.88
931,18/10/22,50.01
932,19/10/22,40.75
933,20/10/22,56.88
934,21/10/22,51.62
935,22/10/22,62.87
936,23/10/22,48.12
937,24/10/22,45.38
938,25/10/22,47.88
939,26/10/22,42.76
940,27/10/22,27.87
941,28/10/22,44.75
942,29/10/22,47
943,30/10/22,58.12
944,31/10/22,59.37
945,01/11/22,57.49
946,02/11/22,59.25
947,03/11/22,44.26
948,04/11/22,58.86
949,05/11/22,40.63
950,06/11/22,50.5
951,07/11/22,53
952,08/11/22,55.25
953,09/11/22,48.88
954,10/11/22,35.62
955,11/11/22,44.24
956,12/11/22,47.5
957,13/11/22,48.63
958,14/11/22,37.87
959,15/11/22,47.12
960,16/11/22,44.5
961,17/11/22,39.37
962,18/11/22,54.25
963,19/11/22,42.26
964,20/11/22,53.38
965,21/11/22,13.63
966,22/11/22,56.25
967,23/11/22,6.99
968,24/11/22,61.13
969,25/11/22,35
970,26/11/22,57.24
971,27/11/22,46.14
972,28/11/22,41.25
973,29/11/22,9.64
974,30/11/22,47.74
975,01/12/22,23.12
976,02/12/22,40.62
977,03/12/22,47
978,04/12/22,44.26
979,05/12/22,34.25
980,06/12/22,42.75
981,07/12/22,23.5
982,08/12/22,19.88
983,09/12/22,58.38
984,10/12/22,53.99
985,11/12/22,52.01
986,12/12/22,49.38
987,13/12/22,32.88
988,14/12/22,43.01
989,15/12/22,45.5
990,16/12/22,22.5
991,17/12/22,31.5
992,18/12/22,48.99
993,19/12/22,29.38
994,20/12/22,2.38
995,21/12/22,52.37
996,22/12/22,48.51
997,23/12/22,51.25
998,24/12/22,51.38
999,25/12/22,54.37
1000,26/12/22,34.38
1001,27/12/22,40.12
1002,28/12/22,28.37
1003,29/12/22,41.99
1004,30/12/22,37.87
1005,31/12/22,29.51
1006,01/01/23,46
1007,02/01/23,43.5
1008,03/01/23,46.37
1009,04/01/23,6.62
1010,05/01/23,5.12
1011,06/01/23,29.75
1012,07/01/23,48.75
1013,08/01/23,50.62
1014,09/01/23,56.12
1015,10/01/23,51
1016,11/01/23,51.88
1017,12/01/23,48.24
1018,13/01/23,39.25
1019,14/01/23,45.39
1020,15/01/23,34
1021,16/01/23,46.63
1022,17/01/23,43.12
1023,18/01/23,53.25
1024,19/01/23,48.87
1025,20/01/23,36.51
1026,21/01/23,43
1027,22/01/23,50.5
1028,23/01/23,49.01
1029,24/01/23,51.87
1030,25/01/23,42.37
1031,26/01/23,43
1032,27/01/23,50.51
1033,28/01/23,34.62
1034,29/01/23,51.12
1035,30/01/23,47.88
1036,31/01/23,53.63
1037,01/02/23,50.87
1038,02/02/23,35
1039,03/02/23,34.37
1040,04/02/23,36
1041,05/02/23,48
1042,06/02/23,56.87
1043,07/02/23,54.63
1044,08/02/23,52.37
1045,09/02/23,52
1046,10/02/23,36.49
1047,11/02/23,42.5
1048,12/02/23,43.62
1049,13/02/23,56.63
1050,14/02/23,52.26
1051,15/02/23,49.62
1052,16/02/23,48.87
1053,17/02/23,42.12
1054,18/02/23,46.25
1055,19/02/23,54.75
1056,20/02/23,52.13
1057,21/02/23,46.76
1058,22/02/23,47.76
1059,23/02/23,36.87
1060,24/02/23,38.26
1061,25/02/23,45.24
1062,26/02/23,46.87
1063,27/02/23,52.88
1064,28/02/23,51.75
1065,01/03/23,53.88
1066,02/03/23,58.38
1067,03/03/23,37.62
1068,04/03/23,57.62
1069,05/03/23,52.76
1070,06/03/23,48.62
1071,07/03/23,54.25
1072,08/03/23,50.24
1073,09/03/23,38.74
1074,10/03/23,49.49
1075,11/03/23,53.88
1076,12/03/23,44.5
1077,13/03/23,50.37
1078,14/03/23,53.49
1079,15/03/23,54.74
1080,16/03/23,57.5
1081,17/03/23,41
1082,18/03/23,55.38
1083,19/03/23,36
1084,20/03/23,50.26
1085,21/03/23,45.5
1086,22/03/23,39.12
1087,23/03/23,52.49
1088,24/03/23,24.64
1089,25/03/23,44.62
1090,26/03/23,55.36
1091,27/03/23,46.62
1092,28/03/23,46.63
1093,29/03/23,45.13
1094,30/03/23,50.62
1095,31/03/23,48.37
1096,01/04/23,38.88
1097,02/04/23,49.74
1098,03/04/23,52.75
1099,04/04/23,57
1100,05/04/23,28.75
1101,06/04/23,7.25
1102,07/04/23,6.99
1103,08/04/23,4.63
1104,09/04/23,10.12
1105,10/04/23,5.01
1106,11/04/23,5.49
1107,12/04/23,6.24
1108,13/04/23,5.63
1109,14/04/23,44.13
1110,15/04/23,27.13
1111,16/04/23,39.87
1112,17/04/23,52.13
1113,18/04/23,34.62
1114,19/04/23,42.25
1115,20/04/23,48.75
1116,21/04/23,51.12
1117,22/04/23,53
1118,23/04/23,45.37
1119,24/04/23,40.13
1120,25/04/23,46.5
1121,26/04/23,33.63
1122,27/04/23,53.5
1123,28/04/23,50.88
1124,29/04/23,52.37
1125,30/04/23,49.38
1126,01/05/23,46.76
1127,02/05/23,31.51
1128,03/05/23,47
1129,04/05/23,19.75
1130,05/05/23,23.38
1131,06/05/23,3.87
1132,07/05/23,3.88
1133,08/05/23,2.75
1134,09/05/23,4.76
1135,10/05/23,5.5
1136,11/05/23,4.12
1137,12/05/23,4.5
1138,13/05/23,2.63
1139,14/05/23,3.12
1140,15/05/23,5.63
1141,16/05/23,4.25
1142,17/05/23,4.62
1143,18/05/23,2.25
1144,19/05/23,2.87
1145,20/05/23,3.38
1146,21/05/23,2.62
1147,22/05/23,4.12
1148,23/05/23,3.49
1149,24/05/23,3.62
1150,25/05/23,4.62
1151,26/05/23,5.12
1152,27/05/23,7.75
1153,28/05/23,2
1154,29/05/23,29.37
1155,30/05/23,26.88
1156,31/05/23,39.62
1157,01/06/23,35.25
1158,02/06/23,47.49
1159,03/06/23,31.12
1160,04/06/23,50.12
