Index,DT,A1
354,20/03/21,23.18
355,21/03/21,31.83
356,22/03/21,30.75
357,23/03/21,35.18
358,24/03/21,29.44
359,25/03/21,33.38
360,26/03/21,34.43
361,27/03/21,23.76
362,28/03/21,35.37
363,29/03/21,38.69
364,30/03/21,35.63
365,31/03/21,36.57
366,01/04/21,34.44
367,02/04/21,35.44
368,03/04/21,18.01
369,04/04/21,32.87
370,05/04/21,35.31
371,06/04/21,30.56
372,07/04/21,36.38
373,08/04/21,36.51
374,09/04/21,34.12
375,10/04/21,43.87
376,11/04/21,51.8
377,12/04/21,27
378,13/04/21,58.68
379,14/04/21,56.69
380,15/04/21,56.81
381,16/04/21,34.62
382,17/04/21,55.69
383,18/04/21,56.69
384,19/04/21,44.19
385,20/04/21,48.31
386,21/04/21,52.94
387,22/04/21,50.64
388,23/04/21,34.93
389,24/04/21,39.37
390,25/04/21,42.89
391,26/04/21,51.82
392,27/04/21,40.94
393,28/04/21,47.12
394,29/04/21,50.69
395,30/04/21,26.63
396,01/05/21,56.5
397,02/05/21,53.63
398,03/05/21,19.56
399,04/05/21,36.63
400,05/05/21,52.39
401,06/05/21,48.62
402,07/05/21,37.5
403,08/05/21,48.44
404,09/05/21,46.25
405,10/05/21,42.07
406,11/05/21,33.55
407,12/05/21,51.82
408,13/05/21,54.18
409,14/05/21,32.99
410,15/05/21,37.7
411,16/05/21,46.8
412,17/05/21,45.82
413,18/05/21,37.75
414,19/05/21,47.93
415,20/05/21,50.26
416,21/05/21,37.67
417,22/05/21,56
418,23/05/21,57
419,24/05/21,50.18
420,25/05/21,48.13
421,26/05/21,45.75
422,27/05/21,42.13
423,28/05/21,36.25
424,29/05/21,36.94
425,30/05/21,22.8
426,31/05/21,23.19
427,01/06/21,45.87
428,02/06/21,31.57
429,03/06/21,44.63
430,04/06/21,5.5
431,05/06/21,23.06
432,06/06/21,7.31
433,07/06/21,7.31
434,08/06/21,49.43
435,09/06/21,43.44
436,10/06/21,51.82
437,11/06/21,7.99
438,12/06/21,37.25
439,13/06/21,37.24
440,14/06/21,50.06
441,15/06/21,5.19
442,16/06/21,30.18
443,17/06/21,49.06
444,18/06/21,38.31
445,19/06/21,47.69
446,20/06/21,48.64
447,21/06/21,32.65
448,22/06/21,32.65
449,23/06/21,16.57
450,24/06/21,49.63
451,25/06/21,43.75
452,26/06/21,50.25
453,27/06/21,49.56
454,28/06/21,63.87
455,29/06/21,23.31
456,30/06/21,35.87
457,01/07/21,57.87
458,02/07/21,58.38
459,03/07/21,50.31
460,04/07/21,54.44
461,05/07/21,49.87
462,06/07/21,36.06
463,07/07/21,50.06
464,08/07/21,48.44
465,09/07/21,50.51
466,10/07/21,50.31
467,11/07/21,44.25
468,12/07/21,15.24
469,13/07/21,37.5
470,14/07/21,59.43
471,15/07/21,59.87
472,16/07/21,50.94
473,17/07/21,6.01
474,18/07/21,4.51
475,19/07/21,4.63
476,20/07/21,4.05
477,21/07/21,4.44
478,22/07/21,4
479,23/07/21,4.39
480,24/07/21,4.38
481,25/07/21,4.31
482,26/07/21,4.63
483,27/07/21,6.89
484,28/07/21,8.38
485,29/07/21,8.32
486,30/07/21,34.44
487,31/07/21,49.25
488,01/08/21,43.05
489,02/08/21,48.56
490,03/08/21,29.7
491,04/08/21,48.18
492,05/08/21,47.88
493,06/08/21,23.76
494,07/08/21,36.94
495,08/08/21,59.99
496,09/08/21,59.38
497,10/08/21,44.87
498,11/08/21,59.31
499,12/08/21,56
500,13/08/21,20
501,14/08/21,20.56
502,15/08/21,43.87
503,16/08/21,38.25
504,17/08/21,57.08
505,18/08/21,55.12
506,19/08/21,55.37
507,20/08/21,32.88
508,21/08/21,50.12
509,22/08/21,44.13
510,23/08/21,28.44
511,24/08/21,45.39
512,25/08/21,40.81
513,26/08/21,51.93
514,27/08/21,55.52
515,28/08/21,23.43
516,29/08/21,48.24
517,30/08/21,51.25
518,31/08/21,52.25
519,01/09/21,40.87
520,02/09/21,45.19
521,03/09/21,34.99
522,04/09/21,48.56
523,05/09/21,54.31
524,06/09/21,57.25
525,07/09/21,45.75
526,08/09/21,54.51
527,09/09/21,61.87
528,10/09/21,61.88
529,11/09/21,37.57
530,12/09/21,63.14
531,13/09/21,53.88
532,14/09/21,56.44
533,15/09/21,48.07
534,16/09/21,36.25
535,17/09/21,36.56
536,18/09/21,48
537,19/09/21,55.13
538,20/09/21,49.8
539,21/09/21,52.24
540,22/09/21,42.81
541,23/09/21,50.88
542,24/09/21,43.62
543,25/09/21,50.99
544,26/09/21,49.12
545,27/09/21,4.75
546,28/09/21,42.69
547,29/09/21,21
548,30/09/21,5.8
549,01/10/21,38.43
550,02/10/21,43.43
551,03/10/21,53.93
552,04/10/21,24.88
553,05/10/21,26.06
554,06/10/21,50.95
555,07/10/21,55.56
556,08/10/21,26.88
557,09/10/21,29.25
558,10/10/21,41.7
559,11/10/21,33.37
560,12/10/21,22.06
561,13/10/21,37.37
562,14/10/21,36.5
563,15/10/21,27.18
564,16/10/21,31.68
565,17/10/21,38.56
566,18/10/21,46.19
567,19/10/21,29.81
568,20/10/21,36.12
569,21/10/21,24.93
570,22/10/21,42.62
571,23/10/21,54.44
572,24/10/21,56.57
573,25/10/21,52.2
574,26/10/21,57.38
575,27/10/21,30.51
576,28/10/21,22.19
577,29/10/21,7.68
578,30/10/21,9.75
579,31/10/21,41.87
580,01/11/21,47.62
581,02/11/21,43.57
582,03/11/21,22.06
583,04/11/21,41.13
584,05/11/21,24.38
585,06/11/21,5.44
586,07/11/21,28.82
587,08/11/21,21.25
588,09/11/21,47.26
589,10/11/21,40.44
590,11/11/21,37.94
591,12/11/21,65.12
592,13/11/21,23.19
593,14/11/21,38.74
594,15/11/21,40.63
595,16/11/21,55.39
596,17/11/21,34.56
597,18/11/21,38.49
598,19/11/21,63.76
599,20/11/21,22.76
600,21/11/21,45.5
601,22/11/21,44.93
602,23/11/21,28.44
603,24/11/21,14.99
604,25/11/21,25.37
605,26/11/21,36.12
606,27/11/21,51.19
607,28/11/21,34.06
608,29/11/21,50.13
609,30/11/21,20.18
610,01/12/21,37.25
611,02/12/21,41.64
612,03/12/21,39.44
613,04/12/21,42.12
614,05/12/21,47.5
615,06/12/21,55.56
616,07/12/21,43.76
617,08/12/21,59.87
618,09/12/21,48.06
619,10/12/21,34.56
620,11/12/21,58.94
621,12/12/21,55.8
622,13/12/21,47.81
623,14/12/21,31.63
624,15/12/21,29.94
625,16/12/21,37.05
626,17/12/21,24.82
627,18/12/21,39
628,19/12/21,37.62
629,20/12/21,43.5
630,21/12/21,41.25
631,22/12/21,38.38
632,23/12/21,39.07
633,24/12/21,38.12
634,25/12/21,50.69
635,26/12/21,38.57
636,27/12/21,41
637,28/12/21,42.88
638,29/12/21,54.74
639,30/12/21,41.5
640,31/12/21,60.44
641,01/01/22,25.75
642,02/01/22,38.88
643,03/01/22,38.2
644,04/01/22,38.75
645,05/01/22,40.2
646,06/01/22,41.26
647,07/01/22,38.13
648,08/01/22,28.63
649,09/01/22,44.37
650,10/01/22,38.13
651,11/01/22,56.06
652,12/01/22,57.19
653,13/01/22,53.56
654,14/01/22,54.32
655,15/01/22,52.07
656,16/01/22,55.93
657,17/01/22,37.38
658,18/01/22,50.99
659,19/01/22,53.62
660,20/01/22,53.74
661,21/01/22,48.75
662,22/01/22,59.13
663,23/01/22,60.06
664,24/01/22,57.75
665,25/01/22,29
666,26/01/22,44.26
667,27/01/22,36.31
668,28/01/22,33.62
669,29/01/22,44.13
670,30/01/22,43.26
671,31/01/22,37.81
672,01/02/22,5.5
673,02/02/22,5.25
674,03/02/22,4.44
675,04/02/22,4.8
676,05/02/22,7.81
677,06/02/22,37.62
678,07/02/22,21.5
679,08/02/22,47.37
680,09/02/22,32.63
681,10/02/22,40.12
682,11/02/22,35.24
683,12/02/22,30.5
684,13/02/22,27.12
685,14/02/22,34.74
686,15/02/22,62.99
687,16/02/22,56.13
688,17/02/22,54.12
689,18/02/22,47
690,19/02/22,48
691,20/02/22,56.26
692,21/02/22,40.63
693,22/02/22,31.12
694,23/02/22,54.88
695,24/02/22,63.51
696,25/02/22,60.5
697,26/02/22,50.62
698,27/02/22,50.62
699,28/02/22,68.62
700,01/03/22,25.37
701,02/03/22,37.63
702,03/03/22,45.62
703,04/03/22,47.12
704,05/03/22,46.12
705,06/03/22,38.75
706,07/03/22,46.5
707,08/03/22,51.74
708,09/03/22,33.86
709,10/03/22,54.25
710,11/03/22,49.87
711,12/03/22,54
712,13/03/22,45.64
713,14/03/22,56.87
714,15/03/22,58.49
715,16/03/22,40.88
716,17/03/22,54.25
717,18/03/22,52
718,19/03/22,54.75
719,20/03/22,42.62
720,21/03/22,40.25
721,22/03/22,37.37
722,23/03/22,27
723,24/03/22,48.38
724,25/03/22,51.37
725,26/03/22,48.38
726,27/03/22,49
727,28/03/22,40.12
728,29/03/22,45.75
729,30/03/22,49.25
730,31/03/22,44.62
731,01/04/22,5.13
732,02/04/22,4
733,03/04/22,3.74
734,04/04/22,1.76
735,05/04/22,2.87
736,06/04/22,3.62
737,07/04/22,3.5
738,08/04/22,3.63
739,09/04/22,4.25
740,10/04/22,4.5
741,11/04/22,2.99
742,12/04/22,4.51
743,13/04/22,6.51
744,14/04/22,6
745,15/04/22,30.13
746,16/04/22,44.99
747,17/04/22,39.26
748,18/04/22,39.37
749,19/04/22,40.25
750,20/04/22,34.13
751,21/04/22,19.26
752,22/04/22,4.25
753,23/04/22,4.62
754,24/04/22,4
755,25/04/22,4.25
756,26/04/22,4.25
757,27/04/22,3.26
758,28/04/22,4.62
759,29/04/22,6.13
760,30/04/22,5.5
761,01/05/22,5.87
762,02/05/22,14.88
763,03/05/22,4.39
764,04/05/22,6.87
765,05/05/22,47.76
766,06/05/22,36.5
767,07/05/22,49.12
768,08/05/22,50.13
769,09/05/22,29
770,10/05/22,40.5
771,11/05/22,47.01
772,12/05/22,48.75
773,13/05/22,38.5
774,14/05/22,23.88
775,15/05/22,49.63
776,16/05/22,54.86
777,17/05/22,58.63
778,18/05/22,57.51
779,19/05/22,32.75
780,20/05/22,43.62
781,21/05/22,44.74
782,22/05/22,38.99
783,23/05/22,40.51
784,24/05/22,6
785,25/05/22,5.87
786,26/05/22,5.88
787,27/05/22,6.88
788,28/05/22,24.01
789,29/05/22,48.38
790,30/05/22,41.37
791,31/05/22,56.38
792,01/06/22,49.49
793,02/06/22,5.5
794,03/06/22,4.76
795,04/06/22,3.75
796,05/06/22,3.87
797,06/06/22,4.12
798,07/06/22,3.87
799,08/06/22,4.51
800,09/06/22,5.26
801,10/06/22,5
802,11/06/22,6.38
803,12/06/22,6.87
804,13/06/22,8.37
805,14/06/22,8.5
806,15/06/22,29.24
807,16/06/22,52.99
808,17/06/22,54
809,18/06/22,37.62
810,19/06/22,53.5
811,20/06/22,27.5
812,21/06/22,38.63
813,22/06/22,53.5
814,23/06/22,36.63
815,24/06/22,55.62
816,25/06/22,55
817,26/06/22,51
818,27/06/22,47.24
819,28/06/22,52.5
820,29/06/22,38
821,30/06/22,74.11
822,01/07/22,40.38
823,02/07/22,36.25
824,03/07/22,56
825,04/07/22,46.62
826,05/07/22,42.62
827,06/07/22,39.63
828,07/07/22,17.38
829,08/07/22,5.38
830,09/07/22,7.87
831,10/07/22,5.5
832,11/07/22,3.25
833,12/07/22,4.5
834,13/07/22,5.75
835,14/07/22,6.39
836,15/07/22,6.26
837,16/07/22,6.62
838,17/07/22,4.87
839,18/07/22,8.01
840,19/07/22,37.5
841,20/07/22,48.63
842,21/07/22,44
843,22/07/22,52.25
844,23/07/22,52.87
845,24/07/22,50
846,25/07/22,49.76
847,26/07/22,7.5
848,27/07/22,6.24
849,28/07/22,5.88
850,29/07/22,6.76
851,30/07/22,3.88
852,31/07/22,3.75
853,01/08/22,5.37
854,02/08/22,6.5
855,03/08/22,6.76
856,04/08/22,7.76
857,05/08/22,8.13
858,06/08/22,5
859,07/08/22,6.75
860,08/08/22,6
861,09/08/22,6
862,10/08/22,6.63
863,11/08/22,6.37
864,12/08/22,8.63
865,13/08/22,8
866,14/08/22,8
867,15/08/22,11.75
868,16/08/22,42.25
869,17/08/22,53.76
870,18/08/22,49.5
871,19/08/22,43
872,20/08/22,36.88
873,21/08/22,50.76
874,22/08/22,45.99
875,23/08/22,27.13
876,24/08/22,39.25
877,25/08/22,50.39
878,26/08/22,43.12
879,27/08/22,52.87
880,28/08/22,42.74
881,29/08/22,45.38
882,30/08/22,49.5
883,31/08/22,19.13
884,01/09/22,6.75
885,02/09/22,19
886,03/09/22,5.36
887,04/09/22,5.51
888,05/09/22,5.62
889,06/09/22,3.87
890,07/09/22,5.87
891,08/09/22,8.74
892,09/09/22,23.38
893,10/09/22,29.64
894,11/09/22,27.38
895,12/09/22,25.87
896,13/09/22,32
897,14/09/22,33.5
898,15/09/22,16.37
899,16/09/22,48.76
900,17/09/22,40.12
901,18/09/22,40.38
902,19/09/22,26.63
903,20/09/22,42.5
904,21/09/22,56.5
905,22/09/22,40.64
906,23/09/22,51.63
907,24/09/22,54.38
908,25/09/22,27.62
909,26/09/22,22.12
910,27/09/22,6.12
911,28/09/22,7.88
912,29/09/22,7.88
913,30/09/22,7.75
914,01/10/22,5.37
915,02/10/22,6
916,03/10/22,7.12
917,04/10/22,9.88
918,05/10/22,38.62
919,06/10/22,38.62
920,07/10/22,49.38
921,08/10/22,37.75
922,09/10/22,57.75
923,10/10/22,44
924,11/10/22,54.99
925,12/10/22,29.13
926,13/10/22,53.51
927,14/10/22,58.25
928,15/10/22,46.38
929,16/10/22,57.62
930,17/10/22,57.25
931,18/10/22,50
932,19/10/22,37.62
933,20/10/22,54.38
934,21/10/22,53.75
935,22/10/22,56.25
936,23/10/22,53.25
937,24/10/22,46.5
938,25/10/22,52.63
939,26/10/22,47.38
940,27/10/22,23.26
941,28/10/22,43.75
942,29/10/22,50.12
943,30/10/22,51.87
944,31/10/22,57.24
945,01/11/22,58.63
946,02/11/22,55.62
947,03/11/22,41.38
948,04/11/22,63
949,05/11/22,47.24
950,06/11/22,62.62
951,07/11/22,44.38
952,08/11/22,48.87
953,09/11/22,55.12
954,10/11/22,25.38
955,11/11/22,47.5
956,12/11/22,51.75
957,13/11/22,47.88
958,14/11/22,44.75
959,15/11/22,42.37
960,16/11/22,60
961,17/11/22,38.5
962,18/11/22,60.13
963,19/11/22,58.62
964,20/11/22,36.12
965,21/11/22,20.5
966,22/11/22,38.74
967,23/11/22,24.88
968,24/11/22,60.49
969,25/11/22,38.87
970,26/11/22,54
971,27/11/22,52.61
972,28/11/22,41
973,29/11/22,23.51
974,30/11/22,33.87
975,01/12/22,34
976,02/12/22,50.99
977,03/12/22,48.25
978,04/12/22,42.87
979,05/12/22,21.12
980,06/12/22,29.75
981,07/12/22,25.63
982,08/12/22,38.64
983,09/12/22,42.62
984,10/12/22,51.62
985,11/12/22,53.25
986,12/12/22,50.25
987,13/12/22,32
988,14/12/22,47.13
989,15/12/22,49.62
990,16/12/22,15.5
991,17/12/22,49.37
992,18/12/22,58.13
993,19/12/22,30.63
994,20/12/22,22.12
995,21/12/22,56.38
996,22/12/22,53.63
997,23/12/22,38.26
998,24/12/22,50.63
999,25/12/22,51.13
1000,26/12/22,31.12
1001,27/12/22,51
1002,28/12/22,36.11
1003,29/12/22,48.74
1004,30/12/22,49.75
1005,31/12/22,39.26
1006,01/01/23,49.25
1007,02/01/23,46.25
1008,03/01/23,23.37
1009,04/01/23,7.5
1010,05/01/23,4.64
1011,06/01/23,38.76
1012,07/01/23,43.62
1013,08/01/23,56.26
1014,09/01/23,52.62
1015,10/01/23,43.88
1016,11/01/23,48.75
1017,12/01/23,57.62
1018,13/01/23,37.87
1019,14/01/23,52
1020,15/01/23,46.63
1021,16/01/23,54.38
1022,17/01/23,33.13
1023,18/01/23,49.24
1024,19/01/23,50.38
1025,20/01/23,33
1026,21/01/23,44.24
1027,22/01/23,48.25
1028,23/01/23,51.5
1029,24/01/23,55.12
1030,25/01/23,55.75
1031,26/01/23,39.13
1032,27/01/23,56.25
1033,28/01/23,37.25
1034,29/01/23,51.51
1035,30/01/23,55.5
1036,31/01/23,44
1037,01/02/23,28.95
1038,02/02/23,19.25
1039,03/02/23,56.75
1040,04/02/23,40.12
1041,05/02/23,60.62
1042,06/02/23,53.37
1043,07/02/23,53.75
1044,08/02/23,56.12
1045,09/02/23,46.76
1046,10/02/23,39.13
1047,11/02/23,54.62
1048,12/02/23,58
1049,13/02/23,56.75
1050,14/02/23,30.38
1051,15/02/23,56.49
1052,16/02/23,61.75
1053,17/02/23,42.26
1054,18/02/23,57.49
1055,19/02/23,56.01
1056,20/02/23,53.24
1057,21/02/23,43.87
1058,22/02/23,50.37
1059,23/02/23,53.88
1060,24/02/23,40.62
1061,25/02/23,53.5
1062,26/02/23,62.62
1063,27/02/23,60.74
1064,28/02/23,62.36
1065,01/03/23,56.13
1066,02/03/23,61.5
1067,03/03/23,40.63
1068,04/03/23,48.88
1069,05/03/23,50.88
1070,06/03/23,52.74
1071,07/03/23,49.5
1072,08/03/23,48.63
1073,09/03/23,39.51
1074,10/03/23,55.88
1075,11/03/23,58.12
1076,12/03/23,56.63
1077,13/03/23,49.87
1078,14/03/23,52.62
1079,15/03/23,52.5
1080,16/03/23,58.75
1081,17/03/23,38.75
1082,18/03/23,37.11
1083,19/03/23,52.5
1084,20/03/23,56.12
1085,21/03/23,39.74
1086,22/03/23,41.25
1087,23/03/23,32.38
1088,24/03/23,41.75
1089,25/03/23,45.62
1090,26/03/23,54.5
1091,27/03/23,51.39
1092,28/03/23,42
1093,29/03/23,57
1094,30/03/23,63.49
1095,31/03/23,60.5
1096,01/04/23,38.12
1097,02/04/23,45.99
1098,03/04/23,53.75
1099,04/04/23,62.49
1100,05/04/23,26.38
1101,06/04/23,7
1102,07/04/23,6.38
1103,08/04/23,4.63
1104,09/04/23,5.75
1105,10/04/23,5.13
1106,11/04/23,6.38
1107,12/04/23,6.01
1108,13/04/23,6.25
1109,14/04/23,37.88
1110,15/04/23,21.14
1111,16/04/23,48.75
1112,17/04/23,38.99
1113,18/04/23,55.88
1114,19/04/23,39.99
1115,20/04/23,51.75
1116,21/04/23,44.5
1117,22/04/23,49.75
1118,23/04/23,41.88
1119,24/04/23,36.87
1120,25/04/23,46.24
1121,26/04/23,51.13
1122,27/04/23,57.88
1123,28/04/23,36.37
1124,29/04/23,51.25
1125,30/04/23,51.37
1126,01/05/23,49.88
1127,02/05/23,37.13
1128,03/05/23,32.25
1129,04/05/23,27.38
1130,05/05/23,19.49
1131,06/05/23,3.99
1132,07/05/23,3.12
1133,08/05/23,4.13
1134,09/05/23,4.88
1135,10/05/23,5.62
1136,11/05/23,3.49
1137,12/05/23,4.75
1138,13/05/23,4.5
1139,14/05/23,3.37
1140,15/05/23,4.25
1141,16/05/23,3.38
1142,17/05/23,7.25
1143,18/05/23,2.12
1144,19/05/23,2.99
1145,20/05/23,4.24
1146,21/05/23,3.01
1147,22/05/23,3.88
1148,23/05/23,4.62
1149,24/05/23,3.62
1150,25/05/23,4.75
1151,26/05/23,5.5
1152,27/05/23,5.76
1153,28/05/23,7.25
1154,29/05/23,40.74
1155,30/05/23,47
1156,31/05/23,48.25
1157,01/06/23,27.88
1158,02/06/23,47.88
1159,03/06/23,36.25
1160,04/06/23,33.88
1161,05/06/23,36.99
1162,06/06/23,37.38
1163,07/06/23,21.26
