Index,DT,A1
678,07/02/22,28.69
679,08/02/22,43.63
680,09/02/22,33.37
681,10/02/22,46.5
682,11/02/22,24.38
683,12/02/22,38.76
684,13/02/22,29
685,14/02/22,29.88
686,15/02/22,41.5
687,16/02/22,50
688,17/02/22,54
689,18/02/22,44.87
690,19/02/22,49.38
691,20/02/22,53.62
692,21/02/22,31.62
693,22/02/22,33.5
694,23/02/22,48.37
695,24/02/22,53
696,25/02/22,57.87
697,26/02/22,41.37
698,27/02/22,55.5
699,28/02/22,44.62
700,01/03/22,30.25
701,02/03/22,44.62
702,03/03/22,28.25
703,04/03/22,45
704,05/03/22,33.37
705,06/03/22,49.37
706,07/03/22,40.25
707,08/03/22,47.51
708,09/03/22,24.51
709,10/03/22,53.37
710,11/03/22,54.88
711,12/03/22,49.38
712,13/03/22,36.36
713,14/03/22,56.75
714,15/03/22,56.26
715,16/03/22,37.5
716,17/03/22,53.75
717,18/03/22,58
718,19/03/22,49.37
719,20/03/22,41.26
720,21/03/22,44.62
721,22/03/22,59.51
722,23/03/22,33.5
723,24/03/22,46.99
724,25/03/22,50.38
725,26/03/22,45.62
726,27/03/22,40.38
727,28/03/22,41.51
728,29/03/22,39.88
729,30/03/22,41.62
730,31/03/22,32
731,01/04/22,5.37
732,02/04/22,3.87
733,03/04/22,3.75
734,04/04/22,2.24
735,05/04/22,2.99
736,06/04/22,3.12
737,07/04/22,3.88
738,08/04/22,4.99
739,09/04/22,4.75
740,10/04/22,4.25
741,11/04/22,3.25
742,12/04/22,6.61
743,13/04/22,6.63
744,14/04/22,6.5
745,15/04/22,25.37
746,16/04/22,35.63
747,17/04/22,40.13
748,18/04/22,33.38
749,19/04/22,36.75
750,20/04/22,30.38
751,21/04/22,17.24
752,22/04/22,4.24
753,23/04/22,3.87
754,24/04/22,4.26
755,25/04/22,4.38
756,26/04/22,4
757,27/04/22,4.74
758,28/04/22,3.13
759,29/04/22,7.25
760,30/04/22,5.5
761,01/05/22,5.87
762,02/05/22,7.12
763,03/05/22,5.37
764,04/05/22,3.75
765,05/05/22,46.99
766,06/05/22,36.5
767,07/05/22,47.25
768,08/05/22,49.5
769,09/05/22,31.37
770,10/05/22,38.5
771,11/05/22,30.62
772,12/05/22,47.74
773,13/05/22,13.99
774,14/05/22,26.75
775,15/05/22,56.75
776,16/05/22,45.51
777,17/05/22,54.24
778,18/05/22,52.5
779,19/05/22,21
780,20/05/22,46.13
781,21/05/22,47.14
782,22/05/22,54.37
783,23/05/22,32.37
784,24/05/22,5.62
785,25/05/22,5.88
786,26/05/22,4.63
787,27/05/22,6.88
788,28/05/22,26.12
789,29/05/22,52.74
790,30/05/22,36.37
791,31/05/22,46.37
792,01/06/22,48.63
793,02/06/22,5.63
794,03/06/22,4.87
795,04/06/22,3.87
796,05/06/22,3.75
797,06/06/22,3.75
798,07/06/22,4
799,08/06/22,4.75
800,09/06/22,5.74
801,10/06/22,5.25
802,11/06/22,6.5
803,12/06/22,6.62
804,13/06/22,8.38
805,14/06/22,9
806,15/06/22,33.13
807,16/06/22,51.75
808,17/06/22,53.88
809,18/06/22,47.88
810,19/06/22,54.12
811,20/06/22,26.25
812,21/06/22,53.5
813,22/06/22,50.38
814,23/06/22,33.62
815,24/06/22,45.76
816,25/06/22,43.87
817,26/06/22,45.13
818,27/06/22,31.01
819,28/06/22,47.5
820,29/06/22,38.75
821,30/06/22,46.88
822,01/07/22,63.12
823,02/07/22,44.63
824,03/07/22,55.88
825,04/07/22,41
826,05/07/22,41.38
827,06/07/22,45.37
828,07/07/22,20.5
829,08/07/22,6.37
830,09/07/22,6.25
831,10/07/22,5.49
832,11/07/22,3.25
833,12/07/22,5.62
834,13/07/22,4.63
835,14/07/22,5.11
836,15/07/22,6.12
837,16/07/22,7.63
838,17/07/22,5.51
839,18/07/22,8.24
840,19/07/22,37.25
841,20/07/22,41.24
842,21/07/22,44.99
843,22/07/22,32.13
844,23/07/22,40.38
845,24/07/22,37
846,25/07/22,53.5
847,26/07/22,10.75
848,27/07/22,6.87
849,28/07/22,6.13
850,29/07/22,6.75
851,30/07/22,5.61
852,31/07/22,4.01
853,01/08/22,5.13
854,02/08/22,5.38
855,03/08/22,6.49
856,04/08/22,7.12
857,05/08/22,6.87
858,06/08/22,6.62
859,07/08/22,6.76
860,08/08/22,6
861,09/08/22,8.12
862,10/08/22,5.75
863,11/08/22,6
864,12/08/22,8.62
865,13/08/22,9
866,14/08/22,8
867,15/08/22,10.63
868,16/08/22,33.88
869,17/08/22,46.49
870,18/08/22,51.76
871,19/08/22,36.37
872,20/08/22,36.88
873,21/08/22,47.12
874,22/08/22,47.76
875,23/08/22,19.5
876,24/08/22,29.37
877,25/08/22,48.74
878,26/08/22,43.5
879,27/08/22,54.5
880,28/08/22,42
881,29/08/22,25
882,30/08/22,31
883,31/08/22,19.38
884,01/09/22,6.99
885,02/09/22,14.38
886,03/09/22,5.63
887,04/09/22,5.24
888,05/09/22,5.13
889,06/09/22,3.88
890,07/09/22,7.63
891,08/09/22,7.63
892,09/09/22,19.75
893,10/09/22,43.99
894,11/09/22,26.87
895,12/09/22,25.76
896,13/09/22,31.37
897,14/09/22,36.12
898,15/09/22,20.38
899,16/09/22,41.62
900,17/09/22,38.62
901,18/09/22,47.75
902,19/09/22,35.37
903,20/09/22,48.63
904,21/09/22,34.99
905,22/09/22,41.12
906,23/09/22,49.62
907,24/09/22,52
908,25/09/22,29
909,26/09/22,22
910,27/09/22,7.12
911,28/09/22,6.75
912,29/09/22,7.5
913,30/09/22,7.62
914,01/10/22,5.26
915,02/10/22,7
916,03/10/22,6
917,04/10/22,8.5
918,05/10/22,38.87
919,06/10/22,31.13
920,07/10/22,40
921,08/10/22,30.01
922,09/10/22,46.62
923,10/10/22,47.12
924,11/10/22,43.51
925,12/10/22,27.49
926,13/10/22,57.49
927,14/10/22,56
928,15/10/22,43.88
929,16/10/22,56.14
930,17/10/22,62.75
931,18/10/22,45.87
932,19/10/22,38.74
933,20/10/22,50.12
934,21/10/22,52.37
935,22/10/22,51.38
936,23/10/22,43
937,24/10/22,39.37
938,25/10/22,51
939,26/10/22,42.37
940,27/10/22,22.24
941,28/10/22,40.38
942,29/10/22,47.63
943,30/10/22,45.26
944,31/10/22,56.25
945,01/11/22,55.38
946,02/11/22,61.38
947,03/11/22,43.75
948,04/11/22,58.75
949,05/11/22,49.5
950,06/11/22,52.88
951,07/11/22,39.75
952,08/11/22,55.25
953,09/11/22,55.13
954,10/11/22,22.37
955,11/11/22,48.38
956,12/11/22,49.62
957,13/11/22,45.5
958,14/11/22,38.87
959,15/11/22,39.88
960,16/11/22,42.38
961,17/11/22,37.63
962,18/11/22,57.49
963,19/11/22,56.75
964,20/11/22,41.88
965,21/11/22,8.12
966,22/11/22,33.76
967,23/11/22,24.12
968,24/11/22,55.76
969,25/11/22,40
970,26/11/22,52.13
971,27/11/22,55.63
972,28/11/22,38.87
973,29/11/22,24.37
974,30/11/22,35.64
975,01/12/22,34.76
976,02/12/22,50.26
977,03/12/22,40.62
978,04/12/22,45.63
979,05/12/22,18.13
980,06/12/22,24.12
981,07/12/22,26.5
982,08/12/22,35.37
983,09/12/22,35
984,10/12/22,39.63
985,11/12/22,53.5
986,12/12/22,49.62
987,13/12/22,29.13
988,14/12/22,56.12
989,15/12/22,45.75
990,16/12/22,15.63
991,17/12/22,37.01
992,18/12/22,51.63
993,19/12/22,24.87
994,20/12/22,20.76
995,21/12/22,59
996,22/12/22,46.24
997,23/12/22,55.5
998,24/12/22,43.87
999,25/12/22,52.37
1000,26/12/22,25.63
1001,27/12/22,50.13
1002,28/12/22,32.76
1003,29/12/22,51
1004,30/12/22,46.63
1005,31/12/22,54.87
1006,01/01/23,45.63
1007,02/01/23,39.26
1008,03/01/23,33.25
1009,04/01/23,5.75
1010,05/01/23,7.12
1011,06/01/23,45.62
1012,07/01/23,45.38
1013,08/01/23,58.87
1014,09/01/23,59.12
1015,10/01/23,39.75
1016,11/01/23,48.87
1017,12/01/23,54
1018,13/01/23,34.25
1019,14/01/23,50.13
1020,15/01/23,52.25
1021,16/01/23,44.5
1022,17/01/23,33.99
1023,18/01/23,45
1024,19/01/23,48.99
1025,20/01/23,37.26
1026,21/01/23,46.5
1027,22/01/23,42.63
1028,23/01/23,48.5
1029,24/01/23,45.63
1030,25/01/23,51.75
1031,26/01/23,32.62
1032,27/01/23,57.62
1033,28/01/23,25.62
1034,29/01/23,56.49
1035,30/01/23,52.25
1036,31/01/23,56
1037,01/02/23,25.51
1038,02/02/23,19.37
1039,03/02/23,57.87
1040,04/02/23,36.88
1041,05/02/23,51.12
1042,06/02/23,56
1043,07/02/23,49.87
1044,08/02/23,46.88
1045,09/02/23,38.38
1046,10/02/23,36.62
1047,11/02/23,57.88
1048,12/02/23,50.63
1049,13/02/23,52.12
1050,14/02/23,41.5
1051,15/02/23,61.38
1052,16/02/23,57.62
1053,17/02/23,37.37
1054,18/02/23,55.88
1055,19/02/23,55.87
1056,20/02/23,49.01
1057,21/02/23,39.39
1058,22/02/23,49.01
1059,23/02/23,49.24
1060,24/02/23,36.76
1061,25/02/23,55.51
1062,26/02/23,57.51
1063,27/02/23,60.26
1064,28/02/23,59.14
1065,01/03/23,47.38
1066,02/03/23,61.5
1067,03/03/23,36.75
1068,04/03/23,48.13
1069,05/03/23,51.12
1070,06/03/23,54.75
1071,07/03/23,40.25
1072,08/03/23,49
1073,09/03/23,38.62
1074,10/03/23,54.74
1075,11/03/23,54.13
1076,12/03/23,54.62
1077,13/03/23,39.51
1078,14/03/23,50.12
1079,15/03/23,52.87
1080,16/03/23,62.5
1081,17/03/23,42.87
1082,18/03/23,58.38
1083,19/03/23,56.76
1084,20/03/23,49.75
1085,21/03/23,39.63
1086,22/03/23,38.38
1087,23/03/23,32.74
1088,24/03/23,36.74
1089,25/03/23,50.63
1090,26/03/23,51.87
1091,27/03/23,43.24
1092,28/03/23,40.75
1093,29/03/23,55.5
1094,30/03/23,57.76
1095,31/03/23,63.38
1096,01/04/23,37.13
1097,02/04/23,47.38
1098,03/04/23,61.25
1099,04/04/23,44.26
1100,05/04/23,24.5
1101,06/04/23,7.13
1102,07/04/23,6.5
1103,08/04/23,4.37
1104,09/04/23,5.64
1105,10/04/23,5.49
1106,11/04/23,6.12
1107,12/04/23,5.75
1108,13/04/23,6.75
1109,14/04/23,50.25
1110,15/04/23,13.61
1111,16/04/23,56.63
1112,17/04/23,35.25
1113,18/04/23,45.87
1114,19/04/23,41.14
1115,20/04/23,51.75
1116,21/04/23,31.25
1117,22/04/23,51.37
1118,23/04/23,47.99
1119,24/04/23,35.25
1120,25/04/23,43.01
1121,26/04/23,36.62
1122,27/04/23,56.12
1123,28/04/23,56.01
1124,29/04/23,48.37
1125,30/04/23,45.75
1126,01/05/23,49.74
1127,02/05/23,29.13
1128,03/05/23,32.12
1129,04/05/23,27.12
1130,05/05/23,13.64
1131,06/05/23,3.51
1132,07/05/23,3
1133,08/05/23,24.62
1134,09/05/23,5.25
1135,10/05/23,5.63
1136,11/05/23,4.13
1137,12/05/23,4.88
1138,13/05/23,2.13
1139,14/05/23,4.75
1140,15/05/23,4.37
1141,16/05/23,4.24
1142,17/05/23,2.24
1143,18/05/23,4.51
1144,19/05/23,3.64
1145,20/05/23,4.01
1146,21/05/23,4.5
1147,22/05/23,3.13
1148,23/05/23,5
1149,24/05/23,4.87
1150,25/05/23,3.37
1151,26/05/23,5.37
1152,27/05/23,5.49
1153,28/05/23,4.75
1154,29/05/23,42.63
1155,30/05/23,44.87
1156,31/05/23,44.87
1157,01/06/23,36.11
1158,02/06/23,49.24
1159,03/06/23,32.25
1160,04/06/23,45.12
1161,05/06/23,35.76
1162,06/06/23,48.75
1163,07/06/23,23.74
